instrument,youtube_id,sample_key,video_path,sample_dir
acoustic_guitar,HGlIImajcRI,acoustic_guitar/HGlIImajcRI,raw_videos/acoustic_guitar/HGlIImajcRI.mp4,processed/acoustic_guitar/HGlIImajcRI
acoustic_guitar,An1z4o0l68c,acoustic_guitar/An1z4o0l68c,raw_videos/acoustic_guitar/An1z4o0l68c.mp4,processed/acoustic_guitar/An1z4o0l68c
acoustic_guitar,2eXkRj4DjaM,acoustic_guitar/2eXkRj4DjaM,raw_videos/acoustic_guitar/2eXkRj4DjaM.mp4,processed/acoustic_guitar/2eXkRj4DjaM
acoustic_guitar,CeOAuSm1NUo,acoustic_guitar/CeOAuSm1NUo,raw_videos/acoustic_guitar/CeOAuSm1NUo.mp4,processed/acoustic_guitar/CeOAuSm1NUo
acoustic_guitar,S2IWw6z-cfc,acoustic_guitar/S2IWw6z-cfc,raw_videos/acoustic_guitar/S2IWw6z-cfc.mp4,processed/acoustic_guitar/S2IWw6z-cfc
acoustic_guitar,MVZGmcXU2D8,acoustic_guitar/MVZGmcXU2D8,raw_videos/acoustic_guitar/MVZGmcXU2D8.mp4,processed/acoustic_guitar/MVZGmcXU2D8
acoustic_guitar,9sYVHOsxdEA,acoustic_guitar/9sYVHOsxdEA,raw_videos/acoustic_guitar/9sYVHOsxdEA.mp4,processed/acoustic_guitar/9sYVHOsxdEA
acoustic_guitar,30BRN7-KOG4,acoustic_guitar/30BRN7-KOG4,raw_videos/acoustic_guitar/30BRN7-KOG4.mp4,processed/acoustic_guitar/30BRN7-KOG4
acoustic_guitar,9EizWhixKCg,acoustic_guitar/9EizWhixKCg,raw_videos/acoustic_guitar/9EizWhixKCg.mp4,processed/acoustic_guitar/9EizWhixKCg
acoustic_guitar,2lJh-6TYdX8,acoustic_guitar/2lJh-6TYdX8,raw_videos/acoustic_guitar/2lJh-6TYdX8.mp4,processed/acoustic_guitar/2lJh-6TYdX8
acoustic_guitar,7zrsesZWrhc,acoustic_guitar/7zrsesZWrhc,raw_videos/acoustic_guitar/7zrsesZWrhc.mp4,processed/acoustic_guitar/7zrsesZWrhc
acoustic_guitar,ZvLT_J9Uv4o,acoustic_guitar/ZvLT_J9Uv4o,raw_videos/acoustic_guitar/ZvLT_J9Uv4o.mp4,processed/acoustic_guitar/ZvLT_J9Uv4o
acoustic_guitar,6iwM-TwXvPA,acoustic_guitar/6iwM-TwXvPA,raw_videos/acoustic_guitar/6iwM-TwXvPA.mp4,processed/acoustic_guitar/6iwM-TwXvPA
acoustic_guitar,44FPny8k4DM,acoustic_guitar/44FPny8k4DM,raw_videos/acoustic_guitar/44FPny8k4DM.mp4,processed/acoustic_guitar/44FPny8k4DM
acoustic_guitar,4TFz7QX5aNg,acoustic_guitar/4TFz7QX5aNg,raw_videos/acoustic_guitar/4TFz7QX5aNg.mp4,processed/acoustic_guitar/4TFz7QX5aNg
acoustic_guitar,TzbeCt4_LFc,acoustic_guitar/TzbeCt4_LFc,raw_videos/acoustic_guitar/TzbeCt4_LFc.mp4,processed/acoustic_guitar/TzbeCt4_LFc
acoustic_guitar,Pzf9MQKkoNM,acoustic_guitar/Pzf9MQKkoNM,raw_videos/acoustic_guitar/Pzf9MQKkoNM.mp4,processed/acoustic_guitar/Pzf9MQKkoNM
acoustic_guitar,5W0OTX18wG0,acoustic_guitar/5W0OTX18wG0,raw_videos/acoustic_guitar/5W0OTX18wG0.mp4,processed/acoustic_guitar/5W0OTX18wG0
acoustic_guitar,At63FPRHLAo,acoustic_guitar/At63FPRHLAo,raw_videos/acoustic_guitar/At63FPRHLAo.mp4,processed/acoustic_guitar/At63FPRHLAo
acoustic_guitar,416UlJvv3aA,acoustic_guitar/416UlJvv3aA,raw_videos/acoustic_guitar/416UlJvv3aA.mp4,processed/acoustic_guitar/416UlJvv3aA
acoustic_guitar,M3dekVSwNjY,acoustic_guitar/M3dekVSwNjY,raw_videos/acoustic_guitar/M3dekVSwNjY.mp4,processed/acoustic_guitar/M3dekVSwNjY
acoustic_guitar,5UZF3bGoZpM,acoustic_guitar/5UZF3bGoZpM,raw_videos/acoustic_guitar/5UZF3bGoZpM.mp4,processed/acoustic_guitar/5UZF3bGoZpM
acoustic_guitar,HaX5E66eW24,acoustic_guitar/HaX5E66eW24,raw_videos/acoustic_guitar/HaX5E66eW24.mp4,processed/acoustic_guitar/HaX5E66eW24
acoustic_guitar,72yB-xyIcGI,acoustic_guitar/72yB-xyIcGI,raw_videos/acoustic_guitar/72yB-xyIcGI.mp4,processed/acoustic_guitar/72yB-xyIcGI
acoustic_guitar,9f7XNFTs0oc,acoustic_guitar/9f7XNFTs0oc,raw_videos/acoustic_guitar/9f7XNFTs0oc.mp4,processed/acoustic_guitar/9f7XNFTs0oc
acoustic_guitar,9npqVThPBw0,acoustic_guitar/9npqVThPBw0,raw_videos/acoustic_guitar/9npqVThPBw0.mp4,processed/acoustic_guitar/9npqVThPBw0
acoustic_guitar,1MiyvDB_bzM,acoustic_guitar/1MiyvDB_bzM,raw_videos/acoustic_guitar/1MiyvDB_bzM.mp4,processed/acoustic_guitar/1MiyvDB_bzM
acoustic_guitar,09C8NuLfsxc,acoustic_guitar/09C8NuLfsxc,raw_videos/acoustic_guitar/09C8NuLfsxc.mp4,processed/acoustic_guitar/09C8NuLfsxc
acoustic_guitar,ZANyOBEWiJA,acoustic_guitar/ZANyOBEWiJA,raw_videos/acoustic_guitar/ZANyOBEWiJA.mp4,processed/acoustic_guitar/ZANyOBEWiJA
acoustic_guitar,3AQsq1PG1Wc,acoustic_guitar/3AQsq1PG1Wc,raw_videos/acoustic_guitar/3AQsq1PG1Wc.mp4,processed/acoustic_guitar/3AQsq1PG1Wc
acoustic_guitar,AszMf9QGxug,acoustic_guitar/AszMf9QGxug,raw_videos/acoustic_guitar/AszMf9QGxug.mp4,processed/acoustic_guitar/AszMf9QGxug
acoustic_guitar,1OsOEt5Qpfc,acoustic_guitar/1OsOEt5Qpfc,raw_videos/acoustic_guitar/1OsOEt5Qpfc.mp4,processed/acoustic_guitar/1OsOEt5Qpfc
acoustic_guitar,3zi2fHlfP_8,acoustic_guitar/3zi2fHlfP_8,raw_videos/acoustic_guitar/3zi2fHlfP_8.mp4,processed/acoustic_guitar/3zi2fHlfP_8
acoustic_guitar,3AuhKu5mlqM,acoustic_guitar/3AuhKu5mlqM,raw_videos/acoustic_guitar/3AuhKu5mlqM.mp4,processed/acoustic_guitar/3AuhKu5mlqM
acoustic_guitar,-4nIqLncdB0,acoustic_guitar/-4nIqLncdB0,raw_videos/acoustic_guitar/-4nIqLncdB0.mp4,processed/acoustic_guitar/-4nIqLncdB0
acoustic_guitar,8rcClHLysvU,acoustic_guitar/8rcClHLysvU,raw_videos/acoustic_guitar/8rcClHLysvU.mp4,processed/acoustic_guitar/8rcClHLysvU
acoustic_guitar,YwDABKyGY_g,acoustic_guitar/YwDABKyGY_g,raw_videos/acoustic_guitar/YwDABKyGY_g.mp4,processed/acoustic_guitar/YwDABKyGY_g
acoustic_guitar,7_eFPuFPfR4,acoustic_guitar/7_eFPuFPfR4,raw_videos/acoustic_guitar/7_eFPuFPfR4.mp4,processed/acoustic_guitar/7_eFPuFPfR4
acoustic_guitar,AAnID4RS7Vg,acoustic_guitar/AAnID4RS7Vg,raw_videos/acoustic_guitar/AAnID4RS7Vg.mp4,processed/acoustic_guitar/AAnID4RS7Vg
acoustic_guitar,XYizxH7yAqA,acoustic_guitar/XYizxH7yAqA,raw_videos/acoustic_guitar/XYizxH7yAqA.mp4,processed/acoustic_guitar/XYizxH7yAqA
acoustic_guitar,7SPnwtQkUb4,acoustic_guitar/7SPnwtQkUb4,raw_videos/acoustic_guitar/7SPnwtQkUb4.mp4,processed/acoustic_guitar/7SPnwtQkUb4
acoustic_guitar,1i8XHo25_KU,acoustic_guitar/1i8XHo25_KU,raw_videos/acoustic_guitar/1i8XHo25_KU.mp4,processed/acoustic_guitar/1i8XHo25_KU
acoustic_guitar,RgB3wzNVZyY,acoustic_guitar/RgB3wzNVZyY,raw_videos/acoustic_guitar/RgB3wzNVZyY.mp4,processed/acoustic_guitar/RgB3wzNVZyY
acoustic_guitar,1XfdURNeY6s,acoustic_guitar/1XfdURNeY6s,raw_videos/acoustic_guitar/1XfdURNeY6s.mp4,processed/acoustic_guitar/1XfdURNeY6s
acoustic_guitar,KOt3oARDH9I,acoustic_guitar/KOt3oARDH9I,raw_videos/acoustic_guitar/KOt3oARDH9I.mp4,processed/acoustic_guitar/KOt3oARDH9I
acoustic_guitar,-piYS0yc_dI,acoustic_guitar/-piYS0yc_dI,raw_videos/acoustic_guitar/-piYS0yc_dI.mp4,processed/acoustic_guitar/-piYS0yc_dI
acoustic_guitar,9ygrq7in_uI,acoustic_guitar/9ygrq7in_uI,raw_videos/acoustic_guitar/9ygrq7in_uI.mp4,processed/acoustic_guitar/9ygrq7in_uI
acoustic_guitar,MJmVYLWPnCI,acoustic_guitar/MJmVYLWPnCI,raw_videos/acoustic_guitar/MJmVYLWPnCI.mp4,processed/acoustic_guitar/MJmVYLWPnCI
acoustic_guitar,PA8DVnECfh0,acoustic_guitar/PA8DVnECfh0,raw_videos/acoustic_guitar/PA8DVnECfh0.mp4,processed/acoustic_guitar/PA8DVnECfh0
acoustic_guitar,DvbeXXoraro,acoustic_guitar/DvbeXXoraro,raw_videos/acoustic_guitar/DvbeXXoraro.mp4,processed/acoustic_guitar/DvbeXXoraro
acoustic_guitar,Eaq914E77oY,acoustic_guitar/Eaq914E77oY,raw_videos/acoustic_guitar/Eaq914E77oY.mp4,processed/acoustic_guitar/Eaq914E77oY
acoustic_guitar,XdoR3Mw217M,acoustic_guitar/XdoR3Mw217M,raw_videos/acoustic_guitar/XdoR3Mw217M.mp4,processed/acoustic_guitar/XdoR3Mw217M
acoustic_guitar,40KRN9rzkpk,acoustic_guitar/40KRN9rzkpk,raw_videos/acoustic_guitar/40KRN9rzkpk.mp4,processed/acoustic_guitar/40KRN9rzkpk
acoustic_guitar,8RblA-E3140,acoustic_guitar/8RblA-E3140,raw_videos/acoustic_guitar/8RblA-E3140.mp4,processed/acoustic_guitar/8RblA-E3140
acoustic_guitar,8YELO9yxs_c,acoustic_guitar/8YELO9yxs_c,raw_videos/acoustic_guitar/8YELO9yxs_c.mp4,processed/acoustic_guitar/8YELO9yxs_c
acoustic_guitar,ZeQPNWdFs_4,acoustic_guitar/ZeQPNWdFs_4,raw_videos/acoustic_guitar/ZeQPNWdFs_4.mp4,processed/acoustic_guitar/ZeQPNWdFs_4
acoustic_guitar,MhNjhYrEbrc,acoustic_guitar/MhNjhYrEbrc,raw_videos/acoustic_guitar/MhNjhYrEbrc.mp4,processed/acoustic_guitar/MhNjhYrEbrc
acoustic_guitar,5awjINljUoo,acoustic_guitar/5awjINljUoo,raw_videos/acoustic_guitar/5awjINljUoo.mp4,processed/acoustic_guitar/5awjINljUoo
acoustic_guitar,8OocjGxAtHw,acoustic_guitar/8OocjGxAtHw,raw_videos/acoustic_guitar/8OocjGxAtHw.mp4,processed/acoustic_guitar/8OocjGxAtHw
acoustic_guitar,8LU-kq19V3Y,acoustic_guitar/8LU-kq19V3Y,raw_videos/acoustic_guitar/8LU-kq19V3Y.mp4,processed/acoustic_guitar/8LU-kq19V3Y
acoustic_guitar,60tvG40iSxo,acoustic_guitar/60tvG40iSxo,raw_videos/acoustic_guitar/60tvG40iSxo.mp4,processed/acoustic_guitar/60tvG40iSxo
acoustic_guitar,CW3D1vKrRkg,acoustic_guitar/CW3D1vKrRkg,raw_videos/acoustic_guitar/CW3D1vKrRkg.mp4,processed/acoustic_guitar/CW3D1vKrRkg
acoustic_guitar,_IcBMTI8PEQ,acoustic_guitar/_IcBMTI8PEQ,raw_videos/acoustic_guitar/_IcBMTI8PEQ.mp4,processed/acoustic_guitar/_IcBMTI8PEQ
acoustic_guitar,A0vpsRipL7c,acoustic_guitar/A0vpsRipL7c,raw_videos/acoustic_guitar/A0vpsRipL7c.mp4,processed/acoustic_guitar/A0vpsRipL7c
acoustic_guitar,0H7Q1Env4UY,acoustic_guitar/0H7Q1Env4UY,raw_videos/acoustic_guitar/0H7Q1Env4UY.mp4,processed/acoustic_guitar/0H7Q1Env4UY
acoustic_guitar,FoOVn7MACAE,acoustic_guitar/FoOVn7MACAE,raw_videos/acoustic_guitar/FoOVn7MACAE.mp4,processed/acoustic_guitar/FoOVn7MACAE
acoustic_guitar,26HLgXWF-Co,acoustic_guitar/26HLgXWF-Co,raw_videos/acoustic_guitar/26HLgXWF-Co.mp4,processed/acoustic_guitar/26HLgXWF-Co
acoustic_guitar,75bCUXEv1hs,acoustic_guitar/75bCUXEv1hs,raw_videos/acoustic_guitar/75bCUXEv1hs.mp4,processed/acoustic_guitar/75bCUXEv1hs
acoustic_guitar,1E7U1w2Z8C0,acoustic_guitar/1E7U1w2Z8C0,raw_videos/acoustic_guitar/1E7U1w2Z8C0.mp4,processed/acoustic_guitar/1E7U1w2Z8C0
acoustic_guitar,DeQHA0xP2zk,acoustic_guitar/DeQHA0xP2zk,raw_videos/acoustic_guitar/DeQHA0xP2zk.mp4,processed/acoustic_guitar/DeQHA0xP2zk
acoustic_guitar,9bEbuj4Qb3I,acoustic_guitar/9bEbuj4Qb3I,raw_videos/acoustic_guitar/9bEbuj4Qb3I.mp4,processed/acoustic_guitar/9bEbuj4Qb3I
acoustic_guitar,-6dwiJ-m4K4,acoustic_guitar/-6dwiJ-m4K4,raw_videos/acoustic_guitar/-6dwiJ-m4K4.mp4,processed/acoustic_guitar/-6dwiJ-m4K4
acoustic_guitar,D6RmuscqupA,acoustic_guitar/D6RmuscqupA,raw_videos/acoustic_guitar/D6RmuscqupA.mp4,processed/acoustic_guitar/D6RmuscqupA
acoustic_guitar,1TBxNBIUx3o,acoustic_guitar/1TBxNBIUx3o,raw_videos/acoustic_guitar/1TBxNBIUx3o.mp4,processed/acoustic_guitar/1TBxNBIUx3o
acoustic_guitar,2CcXQsF06Xo,acoustic_guitar/2CcXQsF06Xo,raw_videos/acoustic_guitar/2CcXQsF06Xo.mp4,processed/acoustic_guitar/2CcXQsF06Xo
acoustic_guitar,Czn6lg--pRw,acoustic_guitar/Czn6lg--pRw,raw_videos/acoustic_guitar/Czn6lg--pRw.mp4,processed/acoustic_guitar/Czn6lg--pRw
acoustic_guitar,OBbmnUIJQDQ,acoustic_guitar/OBbmnUIJQDQ,raw_videos/acoustic_guitar/OBbmnUIJQDQ.mp4,processed/acoustic_guitar/OBbmnUIJQDQ
acoustic_guitar,uVksVFGBjKw,acoustic_guitar/uVksVFGBjKw,raw_videos/acoustic_guitar/uVksVFGBjKw.mp4,processed/acoustic_guitar/uVksVFGBjKw
acoustic_guitar,02l2E7p1tks,acoustic_guitar/02l2E7p1tks,raw_videos/acoustic_guitar/02l2E7p1tks.mp4,processed/acoustic_guitar/02l2E7p1tks
acoustic_guitar,Y6gWCHd_onQ,acoustic_guitar/Y6gWCHd_onQ,raw_videos/acoustic_guitar/Y6gWCHd_onQ.mp4,processed/acoustic_guitar/Y6gWCHd_onQ
acoustic_guitar,WKehyQkVhj4,acoustic_guitar/WKehyQkVhj4,raw_videos/acoustic_guitar/WKehyQkVhj4.mp4,processed/acoustic_guitar/WKehyQkVhj4
acoustic_guitar,IYT1mm_8WKY,acoustic_guitar/IYT1mm_8WKY,raw_videos/acoustic_guitar/IYT1mm_8WKY.mp4,processed/acoustic_guitar/IYT1mm_8WKY
acoustic_guitar,9sYVHOsxdEA,acoustic_guitar/9sYVHOsxdEA,raw_videos/acoustic_guitar/9sYVHOsxdEA.mp4,processed/acoustic_guitar/9sYVHOsxdEA
acoustic_guitar,LreG-Xr_rXg,acoustic_guitar/LreG-Xr_rXg,raw_videos/acoustic_guitar/LreG-Xr_rXg.mp4,processed/acoustic_guitar/LreG-Xr_rXg
acoustic_guitar,1OsOEt5Qpfc,acoustic_guitar/1OsOEt5Qpfc,raw_videos/acoustic_guitar/1OsOEt5Qpfc.mp4,processed/acoustic_guitar/1OsOEt5Qpfc
acoustic_guitar,biqLiAPbyX8,acoustic_guitar/biqLiAPbyX8,raw_videos/acoustic_guitar/biqLiAPbyX8.mp4,processed/acoustic_guitar/biqLiAPbyX8
acoustic_guitar,DS5kbH2PdVI,acoustic_guitar/DS5kbH2PdVI,raw_videos/acoustic_guitar/DS5kbH2PdVI.mp4,processed/acoustic_guitar/DS5kbH2PdVI
acoustic_guitar,aulxKqxmF7c,acoustic_guitar/aulxKqxmF7c,raw_videos/acoustic_guitar/aulxKqxmF7c.mp4,processed/acoustic_guitar/aulxKqxmF7c
acoustic_guitar,vFHYdHI-p4U,acoustic_guitar/vFHYdHI-p4U,raw_videos/acoustic_guitar/vFHYdHI-p4U.mp4,processed/acoustic_guitar/vFHYdHI-p4U
acoustic_guitar,Ll3TDz6F5vo,acoustic_guitar/Ll3TDz6F5vo,raw_videos/acoustic_guitar/Ll3TDz6F5vo.mp4,processed/acoustic_guitar/Ll3TDz6F5vo
acoustic_guitar,mwHJUGe5va4,acoustic_guitar/mwHJUGe5va4,raw_videos/acoustic_guitar/mwHJUGe5va4.mp4,processed/acoustic_guitar/mwHJUGe5va4
acoustic_guitar,HaX5E66eW24,acoustic_guitar/HaX5E66eW24,raw_videos/acoustic_guitar/HaX5E66eW24.mp4,processed/acoustic_guitar/HaX5E66eW24
acoustic_guitar,LXg-MSByD68,acoustic_guitar/LXg-MSByD68,raw_videos/acoustic_guitar/LXg-MSByD68.mp4,processed/acoustic_guitar/LXg-MSByD68
acoustic_guitar,J2GDulplCP4,acoustic_guitar/J2GDulplCP4,raw_videos/acoustic_guitar/J2GDulplCP4.mp4,processed/acoustic_guitar/J2GDulplCP4
acoustic_guitar,cUPNiHBCiqg,acoustic_guitar/cUPNiHBCiqg,raw_videos/acoustic_guitar/cUPNiHBCiqg.mp4,processed/acoustic_guitar/cUPNiHBCiqg
acoustic_guitar,_q7hjlyLj2U,acoustic_guitar/_q7hjlyLj2U,raw_videos/acoustic_guitar/_q7hjlyLj2U.mp4,processed/acoustic_guitar/_q7hjlyLj2U
acoustic_guitar,D8ozJILVjYY,acoustic_guitar/D8ozJILVjYY,raw_videos/acoustic_guitar/D8ozJILVjYY.mp4,processed/acoustic_guitar/D8ozJILVjYY
acoustic_guitar,oC9Wlp6D5Bo,acoustic_guitar/oC9Wlp6D5Bo,raw_videos/acoustic_guitar/oC9Wlp6D5Bo.mp4,processed/acoustic_guitar/oC9Wlp6D5Bo
acoustic_guitar,1MiyvDB_bzM,acoustic_guitar/1MiyvDB_bzM,raw_videos/acoustic_guitar/1MiyvDB_bzM.mp4,processed/acoustic_guitar/1MiyvDB_bzM
acoustic_guitar,XTKxjzg1xwM,acoustic_guitar/XTKxjzg1xwM,raw_videos/acoustic_guitar/XTKxjzg1xwM.mp4,processed/acoustic_guitar/XTKxjzg1xwM
acoustic_guitar,Wqn-7ZkYUYM,acoustic_guitar/Wqn-7ZkYUYM,raw_videos/acoustic_guitar/Wqn-7ZkYUYM.mp4,processed/acoustic_guitar/Wqn-7ZkYUYM
acoustic_guitar,w0hxzhu0mEc,acoustic_guitar/w0hxzhu0mEc,raw_videos/acoustic_guitar/w0hxzhu0mEc.mp4,processed/acoustic_guitar/w0hxzhu0mEc
acoustic_guitar,5LQFAgWqXTk,acoustic_guitar/5LQFAgWqXTk,raw_videos/acoustic_guitar/5LQFAgWqXTk.mp4,processed/acoustic_guitar/5LQFAgWqXTk
acoustic_guitar,cq5vjHibAhc,acoustic_guitar/cq5vjHibAhc,raw_videos/acoustic_guitar/cq5vjHibAhc.mp4,processed/acoustic_guitar/cq5vjHibAhc
acoustic_guitar,ALvY8R3hS2Q,acoustic_guitar/ALvY8R3hS2Q,raw_videos/acoustic_guitar/ALvY8R3hS2Q.mp4,processed/acoustic_guitar/ALvY8R3hS2Q
acoustic_guitar,Iddpu8lzZwo,acoustic_guitar/Iddpu8lzZwo,raw_videos/acoustic_guitar/Iddpu8lzZwo.mp4,processed/acoustic_guitar/Iddpu8lzZwo
acoustic_guitar,2ceSewoDfJc,acoustic_guitar/2ceSewoDfJc,raw_videos/acoustic_guitar/2ceSewoDfJc.mp4,processed/acoustic_guitar/2ceSewoDfJc
acoustic_guitar,zVdjLrjyAWY,acoustic_guitar/zVdjLrjyAWY,raw_videos/acoustic_guitar/zVdjLrjyAWY.mp4,processed/acoustic_guitar/zVdjLrjyAWY
acoustic_guitar,T29hhBMFTBw,acoustic_guitar/T29hhBMFTBw,raw_videos/acoustic_guitar/T29hhBMFTBw.mp4,processed/acoustic_guitar/T29hhBMFTBw
acoustic_guitar,Rku4T2Al0Tg,acoustic_guitar/Rku4T2Al0Tg,raw_videos/acoustic_guitar/Rku4T2Al0Tg.mp4,processed/acoustic_guitar/Rku4T2Al0Tg
acoustic_guitar,Y8CkBWy3d2g,acoustic_guitar/Y8CkBWy3d2g,raw_videos/acoustic_guitar/Y8CkBWy3d2g.mp4,processed/acoustic_guitar/Y8CkBWy3d2g
acoustic_guitar,2Php3L8gaeA,acoustic_guitar/2Php3L8gaeA,raw_videos/acoustic_guitar/2Php3L8gaeA.mp4,processed/acoustic_guitar/2Php3L8gaeA
acoustic_guitar,XEm5CH6YnT8,acoustic_guitar/XEm5CH6YnT8,raw_videos/acoustic_guitar/XEm5CH6YnT8.mp4,processed/acoustic_guitar/XEm5CH6YnT8
acoustic_guitar,Jyoc2fYMuAg,acoustic_guitar/Jyoc2fYMuAg,raw_videos/acoustic_guitar/Jyoc2fYMuAg.mp4,processed/acoustic_guitar/Jyoc2fYMuAg
acoustic_guitar,dRs7OnQ17ZI,acoustic_guitar/dRs7OnQ17ZI,raw_videos/acoustic_guitar/dRs7OnQ17ZI.mp4,processed/acoustic_guitar/dRs7OnQ17ZI
acoustic_guitar,OuP9LrFqNpk,acoustic_guitar/OuP9LrFqNpk,raw_videos/acoustic_guitar/OuP9LrFqNpk.mp4,processed/acoustic_guitar/OuP9LrFqNpk
acoustic_guitar,tOnwfxu44dc,acoustic_guitar/tOnwfxu44dc,raw_videos/acoustic_guitar/tOnwfxu44dc.mp4,processed/acoustic_guitar/tOnwfxu44dc
acoustic_guitar,DqdrEVrIoyM,acoustic_guitar/DqdrEVrIoyM,raw_videos/acoustic_guitar/DqdrEVrIoyM.mp4,processed/acoustic_guitar/DqdrEVrIoyM
acoustic_guitar,wibYy7xxlM0,acoustic_guitar/wibYy7xxlM0,raw_videos/acoustic_guitar/wibYy7xxlM0.mp4,processed/acoustic_guitar/wibYy7xxlM0
acoustic_guitar,2PIonVMUNfY,acoustic_guitar/2PIonVMUNfY,raw_videos/acoustic_guitar/2PIonVMUNfY.mp4,processed/acoustic_guitar/2PIonVMUNfY
acoustic_guitar,pdxjhqA23gg,acoustic_guitar/pdxjhqA23gg,raw_videos/acoustic_guitar/pdxjhqA23gg.mp4,processed/acoustic_guitar/pdxjhqA23gg
acoustic_guitar,1CZxLXxbejc,acoustic_guitar/1CZxLXxbejc,raw_videos/acoustic_guitar/1CZxLXxbejc.mp4,processed/acoustic_guitar/1CZxLXxbejc
acoustic_guitar,G4cJ4wviwS8,acoustic_guitar/G4cJ4wviwS8,raw_videos/acoustic_guitar/G4cJ4wviwS8.mp4,processed/acoustic_guitar/G4cJ4wviwS8
acoustic_guitar,1i8XHo25_KU,acoustic_guitar/1i8XHo25_KU,raw_videos/acoustic_guitar/1i8XHo25_KU.mp4,processed/acoustic_guitar/1i8XHo25_KU
acoustic_guitar,mRCm5CC6gPE,acoustic_guitar/mRCm5CC6gPE,raw_videos/acoustic_guitar/mRCm5CC6gPE.mp4,processed/acoustic_guitar/mRCm5CC6gPE
acoustic_guitar,k1WqYDq4EnM,acoustic_guitar/k1WqYDq4EnM,raw_videos/acoustic_guitar/k1WqYDq4EnM.mp4,processed/acoustic_guitar/k1WqYDq4EnM
acoustic_guitar,4EB44quIY7U,acoustic_guitar/4EB44quIY7U,raw_videos/acoustic_guitar/4EB44quIY7U.mp4,processed/acoustic_guitar/4EB44quIY7U
acoustic_guitar,Tc5mkFxS6cg,acoustic_guitar/Tc5mkFxS6cg,raw_videos/acoustic_guitar/Tc5mkFxS6cg.mp4,processed/acoustic_guitar/Tc5mkFxS6cg
acoustic_guitar,C10t7lBIXt0,acoustic_guitar/C10t7lBIXt0,raw_videos/acoustic_guitar/C10t7lBIXt0.mp4,processed/acoustic_guitar/C10t7lBIXt0
acoustic_guitar,8CW_Po6ZZSI,acoustic_guitar/8CW_Po6ZZSI,raw_videos/acoustic_guitar/8CW_Po6ZZSI.mp4,processed/acoustic_guitar/8CW_Po6ZZSI
acoustic_guitar,oKJE9kO9IMc,acoustic_guitar/oKJE9kO9IMc,raw_videos/acoustic_guitar/oKJE9kO9IMc.mp4,processed/acoustic_guitar/oKJE9kO9IMc
acoustic_guitar,SGDfWVf2D1Y,acoustic_guitar/SGDfWVf2D1Y,raw_videos/acoustic_guitar/SGDfWVf2D1Y.mp4,processed/acoustic_guitar/SGDfWVf2D1Y
acoustic_guitar,gxmHoSe8tIw,acoustic_guitar/gxmHoSe8tIw,raw_videos/acoustic_guitar/gxmHoSe8tIw.mp4,processed/acoustic_guitar/gxmHoSe8tIw
acoustic_guitar,IfgHhhcgJoQ,acoustic_guitar/IfgHhhcgJoQ,raw_videos/acoustic_guitar/IfgHhhcgJoQ.mp4,processed/acoustic_guitar/IfgHhhcgJoQ
acoustic_guitar,6mbQJ50nybo,acoustic_guitar/6mbQJ50nybo,raw_videos/acoustic_guitar/6mbQJ50nybo.mp4,processed/acoustic_guitar/6mbQJ50nybo
acoustic_guitar,L9ULW9i5h8Y,acoustic_guitar/L9ULW9i5h8Y,raw_videos/acoustic_guitar/L9ULW9i5h8Y.mp4,processed/acoustic_guitar/L9ULW9i5h8Y
acoustic_guitar,mTYvtVvttns,acoustic_guitar/mTYvtVvttns,raw_videos/acoustic_guitar/mTYvtVvttns.mp4,processed/acoustic_guitar/mTYvtVvttns
acoustic_guitar,3UqnftGu1o4,acoustic_guitar/3UqnftGu1o4,raw_videos/acoustic_guitar/3UqnftGu1o4.mp4,processed/acoustic_guitar/3UqnftGu1o4
acoustic_guitar,U_Nc-J5JJho,acoustic_guitar/U_Nc-J5JJho,raw_videos/acoustic_guitar/U_Nc-J5JJho.mp4,processed/acoustic_guitar/U_Nc-J5JJho
acoustic_guitar,J23tUljS_7A,acoustic_guitar/J23tUljS_7A,raw_videos/acoustic_guitar/J23tUljS_7A.mp4,processed/acoustic_guitar/J23tUljS_7A
acoustic_guitar,_XQ3FW8iEtY,acoustic_guitar/_XQ3FW8iEtY,raw_videos/acoustic_guitar/_XQ3FW8iEtY.mp4,processed/acoustic_guitar/_XQ3FW8iEtY
acoustic_guitar,jMGU7fuH_bM,acoustic_guitar/jMGU7fuH_bM,raw_videos/acoustic_guitar/jMGU7fuH_bM.mp4,processed/acoustic_guitar/jMGU7fuH_bM
acoustic_guitar,NiuVFIuW21Q,acoustic_guitar/NiuVFIuW21Q,raw_videos/acoustic_guitar/NiuVFIuW21Q.mp4,processed/acoustic_guitar/NiuVFIuW21Q
acoustic_guitar,YVoWBB7bN-w,acoustic_guitar/YVoWBB7bN-w,raw_videos/acoustic_guitar/YVoWBB7bN-w.mp4,processed/acoustic_guitar/YVoWBB7bN-w
acoustic_guitar,VNMg8Grq07M,acoustic_guitar/VNMg8Grq07M,raw_videos/acoustic_guitar/VNMg8Grq07M.mp4,processed/acoustic_guitar/VNMg8Grq07M
acoustic_guitar,JrOe25Yq6Gw,acoustic_guitar/JrOe25Yq6Gw,raw_videos/acoustic_guitar/JrOe25Yq6Gw.mp4,processed/acoustic_guitar/JrOe25Yq6Gw
